id,conversation_id,created_at,date,time,timezone,user_id,username,name,place,tweet,language,mentions,urls,photos,replies_count,retweets_count,likes_count,hashtags,cashtags,link,retweet,quote_url,video,thumbnail,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest,filtered_tweet,sentiment,pred_sentiment,pred_value,confidence,confidencefull
1.58825e+18,1.58825e+18,2022-11-04 03:07:09 +08,11/4/2022,3:07:09,800,9.90541e+17,tinkpangilinan1,tinkerbelle:) AN INCONVENIENT LOVE 11-23-22🧡💜💚,,Manny and Ayef in Vegas  #DonBelle  https://t.co/iZ9ravexif,en,[],[],['https://pbs.twimg.com/media/FgqVsoiacAAMNaz.jpg'],0,4,9,['donbelle'],[],https://twitter.com/tinkpangilinan1/status/1588246419458379776,False,,1,https://pbs.twimg.com/media/FgqVsoiacAAMNaz.jpg,Manila,,,,,,[],,,,,manny and ayef in vegas,neutral,neutral,0,0.6905070066289795,"[0.11403480511885815, 0.6905070066289795, 0.19545818825216235]"
1.58812e+18,1.58811e+18,2022-11-03 18:27:41 +08,11/3/2022,18:27:41,800,1.31121e+18,the63percent,AM02:00,,@Yassonim @AmedusX @shonenleaks So that’s what Manny’s been getting up too huh,en,[],[],[],1,0,2,[],[],https://twitter.com/the63percent/status/1588115692309843968,False,,0,,Manila,,,,,,"[{'screen_name': 'Yassonim', 'name': 'Yasso 👾', 'id': '1523696958518480896'}, {'screen_name': 'AmedusX', 'name': 'ᵖᵒᶜᵏʸ𓁹', 'id': '1418528949534142468'}, {'screen_name': 'shonenleaks', 'name': 'Shonenleaks', 'id': '1453053398148808709'}]",,,,,so that what manny been getting up too huh,neutral,neutral,0,0.5708409282425617,"[0.1611694648696268, 0.5708409282425617, 0.26798960688781154]"
1.58809e+18,1.58797e+18,2022-11-03 16:41:56 +08,11/3/2022,16:41:56,800,85473692.0,cloudybazookas,"Cloudy, Bazooka Devil",,"@apojoe There are also Ping Lacson voters na nagduda rin—like, they wonder why Manny Pacquiao has more votes compared to those of Lacson's... :O",en,[],[],[],0,0,0,[],[],https://twitter.com/cloudybazookas/status/1588089081447124992,False,,0,,Manila,,,,,,"[{'screen_name': 'apojoe', 'name': ""Lies don't make a nation great"", 'id': '151325073'}]",,,,,there are also ping lacson voters na nagduda rin like they wonder why manny pacquiao has more votes compared to those of lacson o,neutral,neutral,0,0.6431047415410304,"[0.2176293965597401, 0.6431047415410304, 0.1392658618992296]"
1.58776e+18,1.58774e+18,2022-11-02 19:05:23 +08,11/2/2022,19:05:23,800,157125539.0,chitovf,xanax,,@_miggypot29 They forgot to mention she is in a tie with Manny Pacquio and a notch ahead of Lito Lapid. Very nice company.,en,[],[],[],1,0,7,[],[],https://twitter.com/chitovf/status/1587762793440505856,False,,0,,Manila,,,,,,"[{'screen_name': '_miggypot29', 'name': '\uea00🤓', 'id': '1439941440872882177'}]",,,,,miggypot29 they forgot to mention she is in tie with manny pacquio and notch ahead of lito lapid very nice company,positive,positive,1,0.5227482475792977,"[0.17114427523197406, 0.3061074771887281, 0.5227482475792977]"
1.58768e+18,1.58768e+18,2022-11-02 13:42:52 +08,11/2/2022,13:42:52,800,29968692.0,rcandcess,RC and Cess,,Adamson is to UP as Juan Manuel Marquez is to Manny Pacquiao.  Magka-contrapello talaga  #UPFight,tl,[],[],[],0,1,2,['upfight'],[],https://twitter.com/RCandCess/status/1587681628402307072,False,,0,,Manila,,,,,,[],,,,,adamson is to up as juan manuel marquez is to manny pacquiao magka contrapello talaga,neutral,neutral,0,0.5794702965487719,"[0.1901396009702698, 0.5794702965487719, 0.2303901024809584]"
1.58732e+18,1.58732e+18,2022-11-01 13:29:58 +08,11/1/2022,13:29:58,800,559841279.0,heyaacarlaa,carla,,Ngayon si Manny Villar naman hahahah,tl,[],[],[],0,0,0,[],[],https://twitter.com/heyaacarlaa/status/1587315994594144257,False,,0,,Manila,,,,,,[],,,,,ngayon si manny villar naman hahahah,neutral,negative,-1,0.3818047518689964,"[0.3818047518689964, 0.31254427776942, 0.30565097036158356]"
1.58721e+18,1.58714e+18,2022-11-01 06:20:14 +08,11/1/2022,6:20:14,800,267512904.0,abadmichaelb,Michael Abad 🇵🇭,,@BleacherReport The real GOAT. Prime Manny Pacquiao. 👊🏽  https://t.co/Dq6xo2poC0,en,[],[],['https://pbs.twimg.com/media/FgblH_OakAASh2d.jpg'],0,0,0,[],[],https://twitter.com/abadmichaelb/status/1587207846361694208,False,,1,https://pbs.twimg.com/media/FgblH_OakAASh2d.jpg,Manila,,,,,,"[{'screen_name': 'BleacherReport', 'name': 'Bleacher Report', 'id': '890891'}]",,,,,the real goat prime manny pacquiao ,positive,neutral,0,0.4962685008759341,"[0.17593982071485154, 0.4962685008759341, 0.3277916784092144]"
1.58688e+18,1.58688e+18,2022-10-31 08:43:14 +08,10/31/2022,8:43:14,800,1.42062e+18,balitaphl,Balita,,"Lambingan sa sofa nina Manny at Jinkee, kinakiligan; mga netizen, may hirit  @manilabulletin    https://t.co/ZZp8ErLvz9",tl,"[{'screen_name': 'manilabulletin', 'name': 'manila bulletin news', 'id': '15375209'}]",['https://balita.net.ph/2022/10/31/lambingan-sa-sofa-nina-manny-at-jinkee-kinakiligan-mga-netizen-may-hirit/'],[],0,1,2,[],[],https://twitter.com/balitaphl/status/1586881447495077889,False,,0,,Manila,,,,,,[],,,,,lambingan sa sofa nina manny at jinkee kinakiligan mga netizen may hirit,neutral,neutral,0,0.6064697665562968,"[0.14013732937255977, 0.6064697665562968, 0.25339290407114345]"
1.58942e+18,1.58942e+18,2022-11-07 08:44:15 +08,11/7/2022,8:44:15,800,1.30935e+18,cnc_tribunephl,Concept News Central,,Manny Pacquiao let the cat out of the bag Sunday on the prospect of a ring return in 2023.  Full story:  https://t.co/09S7QvZl1d  Follow us on our social media Facebook: @tribunephl Youtube: TribuneNow Twitter: @tribunephl Instagram: @tribunephl TikTok: @dailytribuneofficial,en,"[{'screen_name': 'tribunephl', 'name': 'daily tribune', 'id': '1005738156665106433'}, {'screen_name': 'tribunephl', 'name': 'daily tribune', 'id': '1005738156665106433'}, {'screen_name': 'tribunephl', 'name': 'daily tribune', 'id': '1005738156665106433'}]",['https://tribune.net.ph/2022/11/07/pacquiao-floats-ring-return/'],[],0,0,0,[],[],https://twitter.com/cnc_tribunephl/status/1589418419837075458,False,,0,,Manila,,,,,,[],,,,,manny pacquiao let the cat out of the bag sunday on the prospect of ring return in 2023 full story follow us on our social media facebook youtube tribunenow twitter instagram tiktok,neutral,neutral,0,0.8460885798509044,"[0.06507585640698517, 0.8460885798509044, 0.08883556374211037]"
1.58809e+18,1.58809e+18,2022-11-03 17:04:32 +08,11/3/2022,17:04:32,800,114454758.0,abscbnnewsbiz,ABS-CBN News Business,,"PLDT says consolidated service revenues grew 4.5% to a nine-month all-time high of P141.9 billion.  But its Chairman Manny Pangilinan says “tougher year next year” due to inflation, high interest rates, higher prices of food and fuel. | via @jekkipascual  https://t.co/sEPCx5uMxh",en,"[{'screen_name': 'jekkipascual', 'name': 'jekki pascual', 'id': '46385257'}]",[],['https://pbs.twimg.com/media/FgoK47bVUAA7EJe.jpg'],0,2,9,[],[],https://twitter.com/ABSCBNNewsBiz/status/1588094765673115649,False,,1,https://pbs.twimg.com/media/FgoK47bVUAA7EJe.jpg,Manila,,,,,,[],,,,,pldt says consolidated service revenues grew 4 5 to nine month all time high of p141 9 billion but its chairman manny pangilinan says tougher year next year due to inflation high interest rates higher prices of food and fuel via,neutral,neutral,0,0.8937673954792885,"[0.037511497181545936, 0.8937673954792885, 0.06872110733916555]"
1.58732e+18,1.58732e+18,2022-11-01 13:59:32 +08,11/1/2022,13:59:32,800,15375209.0,manilabulletin,Manila Bulletin News,,"LOOK: People flocked to the main entrance of the Manila North Cemetery to visit their departed loved ones for All Saints’ Day on Tuesday, November 1, 2022.  (📷Manny Llanes)  https://t.co/XWl4DWQnFN",en,[],[],"['https://pbs.twimg.com/media/FgdOPlnUoAAEzm7.jpg', 'https://pbs.twimg.com/media/FgdOPlpVsAAG5wS.jpg', 'https://pbs.twimg.com/media/FgdOPlmUcAAFIpf.jpg', 'https://pbs.twimg.com/media/FgdOPlnUUAArANL.jpg']",1,0,2,[],[],https://twitter.com/manilabulletin/status/1587323434903576576,False,,1,https://pbs.twimg.com/media/FgdOPlnUoAAEzm7.jpg,Manila,,,,,,[],,,,,look people flocked to the main entrance of the manila north cemetery to visit their departed loved ones for all saints day on tuesday november 1 2022 manny llanes,neutral,neutral,0,0.8839852151934209,"[0.0317538030740809, 0.8839852151934209, 0.08426098173249809]"
1.58712e+18,1.58712e+18,2022-11-01 00:15:51 +08,11/1/2022,0:15:51,800,3461010012.0,ardendoggie,Corporal Glen 🧋🇹🇼🇭🇰🇵🇸🇲🇲🇮🇷🇺🇦🇦🇲,,"just please stop whatever arguments and disputes you have and let Leni, Leody, Manny, Faisal, Jose, etc. unite and form a united opposition !",en,[],[],[],1,0,1,[],[],https://twitter.com/ArdenDoggie/status/1587116149233156096,False,https://twitter.com/ariesarugay/status/1586883560085934080,0,,Manila,,,,,,[],,,,,just please stop whatever arguments and disputes you have and let leni leody manny faisal jose etc unite and form united opposition,negative,neutral,0,0.5425862923384287,"[0.28932995083278046, 0.5425862923384287, 0.16808375682879084]"
1.58702e+18,1.58702e+18,2022-10-31 17:41:26 +08,10/31/2022,17:41:26,800,15375209.0,manilabulletin,Manila Bulletin News,,"LOOK: Visitors flock at the main entrance of Manila North Cemetery on Monday, October 31, 2022. Children 17 years old and younger are required to bring a vaccination card, and the bringing of pets is not allowed in the cemetery. (📷: Manny Llanes/MB)  https://t.co/MFgzMgXG1z",en,[],[],"['https://pbs.twimg.com/media/FgY3cTqVEAE5rC1.jpg', 'https://pbs.twimg.com/media/FgY3cTpVUAA-DhA.jpg', 'https://pbs.twimg.com/media/FgY3cToUAAIemCY.jpg']",1,0,0,[],[],https://twitter.com/manilabulletin/status/1587016889410080768,False,,1,https://pbs.twimg.com/media/FgY3cTqVEAE5rC1.jpg,Manila,,,,,,[],,,,,look visitors flock at the main entrance of manila north cemetery on monday october 31 2022 children 17 years old and younger are required to bring vaccination card and the bringing of pets is not allowed in the cemetery manny llanes mb,neutral,neutral,0,0.7791346863832372,"[0.08012886908498505, 0.7791346863832372, 0.14073644453177767]"
1.58991e+18,1.5899e+18,2022-11-08 16:58:17 +08,11/8/2022,16:58:17,800,1.48162e+18,selldssss,joannn,,@donnypangilinan can't wait to meet you manny!,en,[],[],[],0,0,0,[],[],https://twitter.com/selldssss/status/1589905134943088640,False,,0,,Manila,,,,,,"[{'screen_name': 'donnypangilinan', 'name': 'Donny', 'id': '43510227'}]",,,,,can wait to meet you manny,positive,positive,1,0.46792343610748266,"[0.07643317749646147, 0.45564338639605584, 0.46792343610748266]"
1.5899e+18,1.5899e+18,2022-11-08 16:47:02 +08,11/8/2022,16:47:02,800,1.54713e+18,belledonslovers,Assel07❤🖤,,"@donnypangilinan See you,Manny🖤❤",en,[],[],[],0,0,0,[],[],https://twitter.com/BelleDonslovers/status/1589902302475096064,False,,0,,Manila,,,,,,"[{'screen_name': 'donnypangilinan', 'name': 'Donny', 'id': '43510227'}]",,,,,see you manny ,positive,positive,1,0.608961296093989,"[0.0697261876072926, 0.32131251629871843, 0.608961296093989]"
1.5899e+18,1.5899e+18,2022-11-08 16:43:59 +08,11/8/2022,16:43:59,800,1.13294e+18,jhosiesoriano,MommyJhoe_MDBOFC🕊,,@donnypangilinan Yes see you Manny snd Ayef..,en,[],[],[],0,0,0,[],[],https://twitter.com/JhosieSoriano/status/1589901534510604288,False,,0,,Manila,,,,,,"[{'screen_name': 'donnypangilinan', 'name': 'Donny', 'id': '43510227'}]",,,,,yes see you manny snd ayef,positive,positive,1,0.5579235138648341,"[0.09306364514456746, 0.3490128409905984, 0.5579235138648341]"
1.58977e+18,1.58976e+18,2022-11-08 08:15:39 +08,11/8/2022,8:15:39,800,4181748853.0,_2hy4this,3:33🦂,,@manny_94__ Foo this drift weather you don’t even know how much fun I had on my way home 😂  https://t.co/lNv1basTCJ,en,[],[],['https://pbs.twimg.com/tweet_video_thumb/FhACquUVUAANCz8.jpg'],0,0,0,[],[],https://twitter.com/_2hy4this/status/1589773608473493504,False,,1,https://pbs.twimg.com/tweet_video_thumb/FhACquUVUAANCz8.jpg,Manila,,,,,,"[{'screen_name': 'manny_94__', 'name': 'manny', 'id': '1403979776092606468'}]",,,,,94 foo this drift weather you don even know how much fun had on my way home ,positive,positive,1,0.607888270762973,"[0.23930473042321418, 0.15280699881381274, 0.607888270762973]"
1.58942e+18,1.58942e+18,2022-11-07 08:46:27 +08,11/7/2022,8:46:27,800,1.00574e+18,tribunephl,Daily Tribune,,The boxing program that launched the Hall of Fame career of Manny Pacquiao returns on television early next year.  Full story:  https://t.co/n841raFVs7,en,[],['https://tribune.net.ph/2022/11/07/pacman-launches-blow-by-blow/'],[],0,0,0,[],[],https://twitter.com/tribunephl/status/1589418973359394816,False,,0,,Manila,,,,,,[],,,,,the boxing program that launched the hall of fame career of manny pacquiao returns on television early next year full story,neutral,neutral,0,0.7673499298646831,"[0.07169676152454371, 0.7673499298646831, 0.16095330861077317]"
1.58928e+18,1.58928e+18,2022-11-06 23:28:07 +08,11/6/2022,23:28:07,800,68698703.0,jmramos1701d,John Ramos-Henderson,,"It's now Hyun Jin Ryu, Coach Mark Prior &amp; Manny Ramirez days to pitchers and catchers, Dodgers fans! #LetsGoDodgers @deesey77  @michelle2570 @cully7 @CynfulCyndi @nerdyDodger @DodgersInTheUK @KarenStepp    #ITFDB #Dodgers #ALWAYSLA 9⃣9⃣  https://t.co/ZyBlO81lXL",en,"[{'screen_name': 'deesey77', 'name': 'de ann marie', 'id': '823221417068085248'}, {'screen_name': 'michelle2570', 'name': 'michelle (mimi) schermesser 🇺🇦🇨🇵🇬🇧🇺🇲🇨🇦', 'id': '137748925'}, {'screen_name': 'cully7', 'name': 'vixen 🦊❤️ (fan account)', 'id': '35802947'}, {'screen_name': 'cynfulcyndi', 'name': 'cynfulcyndi', 'id': '17877306'}, {'screen_name': 'nerdydodger', 'name': 'nerdy lover team pretty b*tches™ akanlwest22champs', 'id': '721187715451002884'}, {'screen_name': 'dodgersintheuk', 'name': 'dodgers uk', 'id': '1318631790421168130'}, {'screen_name': 'karenstepp', 'name': 'karen wilson stepp', 'id': '307603878'}]",[],"['https://pbs.twimg.com/media/Fg5AA2SVIAA0OlB.jpg', 'https://pbs.twimg.com/media/Fg5AA2nVQAE-Frt.jpg', 'https://pbs.twimg.com/media/Fg5AA3QVsAAX_rI.jpg', 'https://pbs.twimg.com/media/Fg5ABpfVQAAHPv8.jpg']",0,0,1,"['letsgododgers', 'itfdb', 'dodgers', 'alwaysla']",[],https://twitter.com/JMRamos1701D/status/1589278461784641539,False,,1,https://pbs.twimg.com/media/Fg5AA2SVIAA0OlB.jpg,Manila,,,,,,[],,,,,it now hyun jin ryu coach mark prior amp manny ramirez days to pitchers and catchers dodgers fans 9 9 ,neutral,neutral,0,0.6049249227817072,"[0.100737057995698, 0.6049249227817072, 0.29433801922259484]"
1.58916e+18,1.58916e+18,2022-11-06 15:30:38 +08,11/6/2022,15:30:38,800,127171674.0,iamkhaaat14,Kaeseullin Konde 💜💜,,Nakakaloka reaction ni Manny hehe😄 Running Man ep. 626 hehe😄😄 grbe jin tinapos ko tlga to balak k next month tapusin ang mga episode haha😄😄 next n 💜💜,tl,[],[],[],0,0,2,[],[],https://twitter.com/iamkhaaat14/status/1589158301912432640,False,,0,,Manila,,,,,,[],,,,,nakakaloka reaction ni manny hehe running man ep 626 hehe grbe jin tinapos ko tlga to balak next month tapusin ang mga episode haha next ,positive,positive,1,0.7658825463108119,"[0.05552072191065838, 0.1785967317785297, 0.7658825463108119]"
1.58907e+18,1.58907e+18,2022-11-06 09:21:56 +08,11/6/2022,9:21:56,800,1.00574e+18,tribunephl,Daily Tribune,,GENERAL SANTOS CITY — Don’t be shocked if Manny Pacquiao ends up having a change of heart about his retirement.  Full story:  https://t.co/Og6tmBn0SA  #DailyTribune,en,[],['https://tribune.net.ph/2022/11/06/pacquiao-teases-about-comeback/'],[],0,0,0,['dailytribune'],[],https://twitter.com/tribunephl/status/1589065515640979457,False,,0,,Manila,,,,,,[],,,,,general santos city don be shocked if manny pacquiao ends up having change of heart about his retirement full story,neutral,neutral,0,0.7830638569997967,"[0.06172786223255397, 0.7830638569997967, 0.15520828076764936]"
1.58897e+18,1.58897e+18,2022-11-06 02:46:13 +08,11/6/2022,2:46:13,800,1.30935e+18,cnc_tribunephl,Concept News Central,,Don’t be shocked if Manny Pacquiao ends up having a change of heart about his retirement.  Full story:  https://t.co/O4q2FIpXQg  #MannyPacquiao  #DailyTribune,en,[],['https://tribune.net.ph/2022/11/06/pacquiao-teases-about-comeback/'],[],0,0,0,"['mannypacquiao', 'dailytribune']",[],https://twitter.com/cnc_tribunephl/status/1588965926455873536,False,,0,,Manila,,,,,,[],,,,,don be shocked if manny pacquiao ends up having change of heart about his retirement full story,neutral,neutral,0,0.6727390246649474,"[0.06454562231908348, 0.6727390246649474, 0.26271535301596916]"
1.58871e+18,1.58871e+18,2022-11-05 09:51:20 +08,11/5/2022,9:51:20,800,1.14666e+18,pressoneph,PressONE.PH,,"Mogato: ""Asean must stand together and must have a united voice in ending the war in Ukraine. Its own security, stability and prosperity as a region will be at stake when the conflict spills into the region."" #PressOnePH  Read Manny Mogato's column here:   https://t.co/yuZDlEJFfu",en,[],['https://pressone.ph/mediating-the-russia-ukraine-conflict/'],[],0,0,0,['pressoneph'],[],https://twitter.com/PressOnePH/status/1588710525336440833,False,,0,,Manila,,,,,,[],,,,,mogato asean must stand together and must have united voice in ending the war in ukraine its own security stability and prosperity as region will be at stake when the conflict spills into the region read manny mogato column here,neutral,neutral,0,0.7460423274683432,"[0.10817624267776865, 0.7460423274683432, 0.14578142985388806]"
1.5885e+18,1.58849e+18,2022-11-04 19:35:04 +08,11/4/2022,19:35:04,800,222719107.0,gemini081794,GeminiNgSB19💙,,@SB_Senyora19 @SB19Official Its really nice to imagine that whenever they think of the Philippines. Its not only Boracay or Manny Pacquiao. But we have good music too bcoz there's SB19 🫶  SB19 Represent.  #WYAT   #WYATTourNY #WhereYouAtSB19 #mahalima #SB19 @SB19Official,en,"[{'screen_name': 'sb19official', 'name': 'sb19 official 🇵🇭', 'id': '1006064993282842624'}]",[],[],0,0,1,"['wyat', 'wyattourny', 'whereyouatsb19', 'mahalima', 'sb19']",[],https://twitter.com/gemini081794/status/1588495038526685184,False,,0,,Manila,,,,,,"[{'screen_name': 'SB_Senyora19', 'name': 'REYNA SENYORA 📼| ᴛᴇᴀᴍ ɪɴɢʀᴀᴛᴀ', 'id': '1233290104480813056'}, {'screen_name': 'SB19Official', 'name': 'SB19 Official 🇵🇭', 'id': '1006064993282842624'}]",,,,,senyora19 its really nice to imagine that whenever they think of the philippines its not only boracay or manny pacquiao but we have good music too bcoz there sb19 sb19 represent,positive,positive,1,0.8011700807534649,"[0.06773160559583137, 0.13109831365070373, 0.8011700807534649]"
1.58837e+18,1.58837e+18,2022-11-04 11:03:18 +08,11/4/2022,11:03:18,800,1.14666e+18,pressoneph,PressONE.PH,,"Mogato: ""If a prisoner can order a hit outside the prisons’ walls, authorities should really investigate how these things could be possible."" #PressOnePH  Read Manny Mogato's column here:  https://t.co/XJc5qhXAVA  https://t.co/pDVcAPopB4",en,[],['https://pressone.ph/rotten-justice-system/'],['https://pbs.twimg.com/media/FgsCnrzVIAAIbBW.jpg'],1,1,2,['pressoneph'],[],https://twitter.com/PressOnePH/status/1588366245648220161,False,,1,https://pbs.twimg.com/media/FgsCnrzVIAAIbBW.jpg,Manila,,,,,,[],,,,,mogato if prisoner can order hit outside the prisons walls authorities should really investigate how these things could be possible read manny mogato column here,neutral,neutral,0,0.644373422653124,"[0.1204601171085075, 0.644373422653124, 0.2351664602383684]"
